CATETERISMO URETERAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLOCAO CIRRGICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLOCAO ENDOSCPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLOCAO NEFROSCPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLOCAO URETEROSCPICA DE DUPLO J,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
CORREO LAPAROSCPICA DE REFLUXO VSICO-URETERAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DILATAO ENDOSCPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DUPLICAO PIELOURETERAL - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA URETERO-CUTNEA (TRATAMENTO CIRRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA URETERO-INTESTINAL (TRATAMENTO CIRRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA URETERO-VAGINAL (TRATAMENTO CIRRGICO),,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MEATOTOMIA ENDOSCPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REFLUXO VSICO-URETERAL - TRATAMENTO ENDOSCPICO (COM DIRETRIZ DE UTILIZAO),,,,,HCO,HSO,REF,,122,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"REIMPLANTE URETERAL POR VIA EXTRA, INTRA OU TRANSVESICAL",,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REIMPLANTE URETEROINTESTINAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REIMPLANTE URETEROINTESTINAL LAPAROSCPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL LAPAROSCPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA ENDOSCPICA DE CLCULO DE URETER,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TRANSURETEROSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETERECTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROCELE -TRATAMENTO CIRURGICO OU ENDOSCOPICO,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROILEOCISTOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROILEOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
URETERLISE,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROLITOTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROLITOTRIPSIA EXTRACORPREA,,,,,HCO,HSO,REF,PAC,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROPLASTIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETERORRENOLITOTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETERORRENOLITOTRIPSIA A LASER,,,,,HCO,HSO,REF,PAC,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"URETERORRENOLITOTRIPSIA FLEXVEL OU RGIDA (MEC., E.H., OU US)",,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROSSIGMOIDOPLASTIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROSSIGMOIDOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROSTOMIA CUTNEA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROTOMIA INTERNA PERCUTNEA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROTOMIA INTERNA URETEROSCPICA FLEXVEL OU RGIDA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROURETEROCISTONEOSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROURETEROSTOMIA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETEROURETEROSTOMIA LAPAROSCPICA,,,,,HCO,HSO,REF,,,URETER,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
AMPLIAO VESICAL,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BEXIGA PSICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA ENDOSCPICA DE BEXIGA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA VESICAL A CU ABERTO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
CLCULO VESICAL - EXTRAO ENDOSCPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTECTOMIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTECTOMIA LAPAROSCPICA (INCLUI PRSTATA OU TERO),,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOLITOTOMIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOLITOTRIPSIA A LASER,,,,,HCO,HSO,REF,PAC,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOLITOTRIPSIA EXTRACORPREA,,,,,HCO,HSO,REF,PAC,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"CISTOLITOTRIPSIA PERCUTNEA (U.S., E.H., E.C.)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"CISTOLITOTRIPSIA TRANSURETRAL (U.S., E.H., E.C.)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOPLASTIA REDUTORA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTORRAFIA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOSTOMIA CIRRGICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOSTOMIA COM PROCEDIMENTO ENDOSCPICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CISTOSTOMIA POR PUNO COM TROCATER,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLO DE DIVERTCULO - RESSECO ENDOSCPICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
COLO VESICAL - RESSECO ENDOSCPICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CORPO ESTRANHO - EXTRAO CIRRGICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CORPO ESTRANHO - EXTRAO ENDOSCPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DIVERTICULECTOMIA VESICAL,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ENTEROCISTOPLASTIA (AMPLIAO VESICAL),,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
EXTROFIA EM CLOACA - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXTROFIA VESICAL - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA VESICAL - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"INCONTINNCIA URINRIA - ""SLING"" VAGINAL OU ABDOMINAL, SINTTICO OU AUTLOGO",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INCONTINNCIA URINRIA - SUSPENSO ENDOSCPICA DE COLO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INCONTINNCIA URINRIA - TRATAMENTO CIRRGICO SUPRA-PBICO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"INCONTINNCIA URINRIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRRGICO (COM OU SEM USO DE
PRTESE)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INCONTINNCIA URINRIA - TRATAMENTO ENDOSCPICO (INJEO),,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"NEOBEXIGA CONTINENTE (CUTNEA, RETAL OU URETRAL)",,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PLIPOS VESICAIS - RESSECO CIRRGICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PLIPOS VESICAIS - RESSECO ENDOSCPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PUNO E ASPIRAO VESICAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REIMPLANTE URETERO-VESICAL  BOARI,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETENO POR COGULO - ASPIRAO VESICAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA ENDOSCPICA DE DUPLO J,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR VESICAL - FOTOCOAGULAO A LASER,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR VESICAL - RESSECO ENDOSCPICA,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"TRATAMENTO DA HIPERATIVIDADE VESICAL: INJEO INTRAVESICAL DE TOXINA BOTULNICA (COM DIRETRIZ
DE UTILIZAO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,73,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
VESICOSTOMIA CUTNEA - CONFECO OU FECHAMENTO,,,,,HCO,HSO,REF,,,BEXIGA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
ABSCESSO PERIURETRAL - TRATAMENTO CIRRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA ENDOSCPICA DE URETRA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CORPO ESTRANHO OU CLCULO - EXTRAO CIRRGICA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CORPO ESTRANHO OU CLCULO - EXTRAO ENDOSCPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DIVERTCULO URETRAL - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ELETROCOAGULAO ENDOSCPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESFINCTEROTOMIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA URETRAL - CORREO CIRRGICA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"INCONTINNCIA URINRIA - TRATAMENTO CIRRGICO SLING OU ESFNCTER ARTIFICIAL (COM DIRETRIZ DE
UTILIZAO)",,,,,HCO,HSO,REF,,48,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INCONTINNCIA URINRIA - TRATAMENTO CIRRGICO (EXCETO ESFNCTER ARTIFICIAL),,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INJEES PERIURETRAIS (INCLUINDO URETROCISTOCOPIA),,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MEATOPLASTIA (RETALHO CUTNEO),,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MEATOTOMIA URETRAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
NEOURETRA PROXIMAL (CISTOURETROPLASTIA),,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DE CARNCULA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DE VLVULA URETRAL POSTERIOR,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR URETRAL - EXCISO,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETRECTOMIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETROPLASTIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
URETROSTOMIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
URETROTOMIA INTERNA COM OU SEM PRTESE ENDOURETRAL,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINRIO,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ABSCESSO DE PRSTATA - DRENAGEM,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ADENOMA - RESSECO,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA PROSTTICA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
FOTOVAPORIZAO DE PRSTATA A LASER POR VIA ENDOSCPICA,582/2023,01/08/2023,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTTICA - EVACUAO E IRRIGAO,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTTICA - REVISO E/OU HEMOSTASIA ENDOSCPICA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
HIPERTROFIA PROSTTICA - IMPLANTE DE PRTESE,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
HIPERTROFIA PROSTTICA - TRATAMENTO POR DILATAO,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA RADICAL LAPAROSCPICA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROSTATECTOMIA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO ENDOSCPICA DA PRSTATA,,,,,HCO,HSO,REF,,,PRSTATA E VESCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ELEFANTASE PENO-ESCROTAL - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE CISTO ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTRUO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
RESSECO DA BOLSA ESCROTAL,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
AUTOTRANSPLANTE DE UM TESTCULO,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE TESTCULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESCROTO AGUDO - EXPLORAO CIRRGICA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
HIDROCELE - CORREO CIRRGICA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE DE PRTESE TESTICULAR,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ORQUIDOPEXIA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ORQUIDOPEXIA LAPAROSCPICA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
ORQUIECTOMIA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
PUNO DA VAGINAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
REPARAO PLSTICA (TRAUMA),,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
TORO DE TESTCULO - CURA CIRRGICA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR DE TESTCULO - RESSECO,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
VARICOCELE - CORREO CIRRGICA,,,,,HCO,HSO,REF,,,TESTCULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE EPIDDIMO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDDIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDDIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
EPIDIDIMECTOMIA,,,,,HCO,HSO,REF,,,EPIDDIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,HCO,HSO,REF,,,EPIDDIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE CISTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDDIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRRGICOS E INVASIVOS
